Data Set ID,Composer,Prelude Number,Part,Valence,Arousal,Dynamic Range,Average Note to Note Change in Dynamics,Variation of Dynamics,Variation of Dynamics In Each Voice,Acoustic Guitar Prevalence,Amount of Arpeggiation,Amount of Staccato,Average Interval Spanned by Melodic Arcs,Average Length of Melodic Arcs,Average Note Duration,Average Number of Independent Voices,Average Number of Simultaneous Pitch Classes,Average Number of Simultaneous Pitches,Average Range of Glissandos,Average Rest Fraction Across Voices,Average Time Between Attacks,Average Time Between Attacks for Each Voice,Average Variability of Time Between Attacks for Each Voice,Brass Prevalence,Chord Duration,Chromatic Motion,Combined Strength of Two Strongest Rhythmic Pulses,Combined Strength of Two Strongest Rhythmic Pulses - Tempo Standardized,Complete Rests Fraction,Complex Chords,Complex Initial Meter,Compound Initial Meter,Contrary Motion,Difference Between Most Common Rhythmic Values,Diminished and Augmented Triads,Direction of Melodic Motion,Distance Between Most Prevalent Melodic Intervals,Distance Between Two Most Common Vertical Intervals,Dominant Seventh Chords,Dominant Spread,Duple Initial Meter,Duration in Seconds,Electric Guitar Prevalence,Electric Instrument Prevalence,First Pitch,First Pitch Class,Glissando Prevalence,Harmonicity of Two Strongest Rhythmic Pulses,Harmonicity of Two Strongest Rhythmic Pulses - Tempo Standardized,Importance of Bass Register,Importance of High Register,Importance of Loudest Voice,Importance of Middle Register,Initial Tempo,Interval Between Most Prevalent Pitch Classes,Interval Between Most Prevalent Pitches,Last Pitch,Last Pitch Class,Longest Complete Rest,Longest Partial Rest,Longest Rhythmic Value,Major or Minor,Maximum Note Duration,Maximum Number of Independent Voices,Mean Complete Rest Duration,Mean Melodic Interval,Mean Partial Rest Duration,Mean Pitch,Mean Pitch Class,Mean Rhythmic Value,Mean Rhythmic Value Offset,Mean Rhythmic Value Run Length,Mean Tempo,Median Complete Rest Duration,Median Partial Rest Duration,Median Rhythmic Value Offset,Median Rhythmic Value Run Length,Melodic Embellishments,Melodic Large Intervals,Melodic Octaves,Melodic Perfect Fifths,Melodic Perfect Fourths,Melodic Pitch Variety,Melodic Sevenths,Melodic Sixths,Melodic Thirds,Melodic Tritones,Metrical Diversity,Microtone Prevalence,Minimum Note Duration,Minor Major Melodic Third Ratio,Minor Major Triad Ratio,Most Common Melodic Interval,Most Common Pitch,Most Common Pitch Class,Most Common Rhythmic Value,Most Common Vertical Interval,Non-Standard Chords,Note Density,Note Density Variability,Note Density per Quarter Note,Note Density per Quarter Note Variability,Note Density per Quarter Note per Voice,Number of Common Melodic Intervals,Number of Common Pitch Classes,Number of Common Pitches,Number of Common Rhythmic Values Present,Number of Different Rhythmic Values Present,Number of Moderate Rhythmic Pulses,Number of Moderate Rhythmic Pulses - Tempo Standardized,Number of Pitch Classes,Number of Pitched Instruments,Number of Pitches,Number of Relatively Strong Rhythmic Pulses,Number of Relatively Strong Rhythmic Pulses - Tempo Standardized,Number of Strong Rhythmic Pulses,Number of Strong Rhythmic Pulses - Tempo Standardized,Number of Unpitched Instruments,Oblique Motion,Orchestral Strings Prevalence,Parallel Fifths,Parallel Motion,Parallel Octaves,Partial Chords,Partial Rests Fraction,Perfect Vertical Intervals,Pitch Class Kurtosis,Pitch Class Kurtosis After Folding,Pitch Class Skewness,Pitch Class Skewness After Folding,Pitch Class Variability,Pitch Class Variability After Folding,Pitch Kurtosis,Pitch Skewness,Pitch Variability,Polyrhythms,Polyrhythms - Tempo Standardized,Prevalence Ratio of Two Most Common Vertical Intervals,Prevalence of Dotted Notes,Prevalence of Long Rhythmic Values,Prevalence of Medium Rhythmic Values,Prevalence of Most Common Melodic Interval,Prevalence of Most Common Pitch,Prevalence of Most Common Pitch Class,Prevalence of Most Common Rhythmic Value,Prevalence of Most Common Vertical Interval,Prevalence of Second Most Common Vertical Interval,Prevalence of Short Rhythmic Values,Prevalence of Very Long Rhythmic Values,Prevalence of Very Short Rhythmic Values,Quadruple Initial Meter,Range,Range of Rhythmic Values,Relative Note Density of Highest Line,Relative Note Durations of Lowest Line,Relative Prevalence of Most Common Melodic Intervals,Relative Prevalence of Most Common Rhythmic Values,Relative Prevalence of Top Pitch Classes,Relative Prevalence of Top Pitches,Relative Range Isolation of Loudest Voice,Relative Range of Highest Line,Relative Range of Loudest Voice,Relative Size of Melodic Intervals in Lowest Line,Repeated Notes,Rhythmic Looseness,Rhythmic Looseness - Tempo Standardized,Rhythmic Value Kurtosis,Rhythmic Value Skewness,Rhythmic Value Variability,Rhythmic Variability,Rhythmic Variability - Tempo Standardized,Saxophone Prevalence,Second Most Common Vertical Interval,Second Strongest Rhythmic Pulse,Second Strongest Rhythmic Pulse - Tempo Standardized,Seventh Chords,Shortest Rhythmic Value,Similar Motion,Simple Initial Meter,Standard Triads,Stepwise Motion,Strength Ratio of Two Strongest Rhythmic Pulses,Strength Ratio of Two Strongest Rhythmic Pulses - Tempo Standardized,Strength of Second Strongest Rhythmic Pulse,Strength of Second Strongest Rhythmic Pulse - Tempo Standardized,Strength of Strongest Rhythmic Pulse,Strength of Strongest Rhythmic Pulse - Tempo Standardized,String Ensemble Prevalence,String Keyboard Prevalence,Strong Tonal Centres,Strongest Rhythmic Pulse,Strongest Rhythmic Pulse - Tempo Standardized,Tempo Variability,Total Number of Notes,Triple Initial Meter,Unpitched Percussion Instrument Prevalence,Variability Across Voices of Combined Rests,Variability in Rhythmic Value Run Lengths,Variability of Complete Rest Durations,Variability of Note Durations,Variability of Note Prevalence of Pitched Instruments,Variability of Note Prevalence of Unpitched Instruments,Variability of Number of Independent Voices,Variability of Number of Simultaneous Pitch Classes,Variability of Number of Simultaneous Pitches,Variability of Partial Rest Durations,Variability of Rhythmic Value Offsets,Variability of Time Between Attacks,Variability of Voice Separation,Vertical Dissonance Ratio,Vertical Major Third Prevalence,Vertical Minor Seconds,Vertical Minor Third Prevalence,Vertical Octaves,Vertical Perfect Fifths,Vertical Perfect Fourths,Vertical Sevenths,Vertical Sixths,Vertical Thirds,Vertical Tritones,Vertical Unisons,Vibrato Prevalence,Violin Prevalence,Voice Equality - Dynamics,Voice Equality - Melodic Leaps,Voice Equality - Note Duration,Voice Equality - Number of Notes,Voice Equality - Range,Voice Overlap,Voice Separation,Woodwinds Prevalence
C:\Users\Sui Wei En\Downloads\Combined_abc\bach10_b.mid,Bach,10,b,0.63,0.42,1.07E+01,9.47E-02,3.21E+00,1.61E+00,0,0.2684,0,34.66,3.155,0.168,1,1.489,1.588,0,0.01216,0.1715,0.1715,0.1961,0,0.3626,0.06494,0.2148,0.2148,0.01216,0,0,0,0.2619,5,0.03676,0.7991,12,1,0,4,0,41.12,0,0,52,4,0.002604,1.333,1.333,0.1771,0.1693,0,0.6536,120,2,12,40,4,1,1,3,0,1.25,1,1,10.66,1,62,6.07,0.3392,0.004557,12,120,1,1,0,3,0,0.4329,0.0303,0.0303,0.04329,5.465,0.06926,0.05195,0.05195,0.01732,1,0.002604,0.125,1.4,0.2308,2,57,9,0.25,3,0.05147,9.337,3.391,4.669,1.637,4.669,1,1,1,1,7,10,10,11,1,38,10,10,3,3,0,0.07143,0,0.0119,0.2619,0,0.8309,0.01216,0.318,4.986,6.33,-0.7881,0.8232,3.539,2.591,5.376,0.3067,9.551,0.3,0.3,0.9273,0.01562,0.03906,0.0625,0.1775,0.09896,0.2214,0.9297,0.2107,0.1954,0.9505,0,0.9297,1,45,6,0.1615,1,0.4146,0.03361,0.6353,0.7895,0,1,1,1,0.0303,0,0,29.8,0.6788,0.3942,0.02423,0.02423,0,4,120,120,0,0.25,0.4048,1,0.1176,0.2424,1.019,1.019,0.1064,0.1064,0.1084,0.1084,0,1,3,160,160,0,384,0,0,0,31.49,0,0.1863,0,0,0,0.6256,0.8204,0,0.04583,0.1961,0,0.08299,0.1323,0.01149,0.1631,0.1533,0.09962,0.06513,0.01533,0.1992,0.4061,0.03065,0,0,0,0,0,0,0,0,0,0,0
C:\Users\Sui Wei En\Downloads\Combined_abc\bach11_b.mid,Bach,11,b,0.3,0.47,8.53E+00,3.32E-02,3.64E+00,1.82E+00,0,0.5368,0,7.62,1.528,0.1875,1,1.003,1.003,0,0.01375,0.1861,0.1861,0.2596,0,0.4401,0.07895,0.2311,0.2311,0.01375,0,0,0,0,1,0,0.4303,1,1,0,7,0,36.38,0,0,57,9,0.005208,1.5,1.5,0.3438,0.1406,0,0.5156,120,7,19,53,5,1,1,6,0,3,1,1,4.395,1,60,5.297,0.3763,0.001302,6.621,120,1,1,0,4,0,0.02632,0.02105,0.03158,0.07368,5.036,0.1211,0.05789,0.2158,0.02632,1,0.005208,0.125,1.929,0,2,69,2,0.25,1,0,5.278,1.598,2.639,1.112,2.639,4,0,0,2,6,10,10,12,1,41,10,10,5,5,0,0,0,0,0,0,1,0.01375,0,4.786,5.08,0.254,1.211,3.506,3.754,5.206,-0.3344,11.35,0.3,0.3,0,0.01562,0.02083,0.2083,0.2158,0.08333,0.1667,0.776,1,0,0.9635,0.005208,0.776,1,48,8,0.3125,1,0.6585,0.2416,0.875,0.75,0,1,1,1,0.1316,0,0,83.02,0.7253,0.5224,0.02433,0.02433,0,0,80,80,0,0.25,0,1,0,0.2947,1.095,1.095,0.1103,0.1103,0.1208,0.1208,0,1,2,120,120,0,192,0,0,0,8.033,0,0.2593,0,0,0,0.05893,0.05893,0,0.01804,0.2596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\Sui Wei En\Downloads\Combined_abc\bach12_b.mid,Bach,12,b,0.88,0.83,6.40E+00,1.21E-01,3.12E+00,1.56E+00,0,0.3741,0,17.15,1.585,0.3265,1,1.42,1.574,0,0.01577,0.267,0.267,0.2607,0,0.5999,0.03597,0.2363,0.2363,0.01577,0,0,0,0.5,3,0,0.6077,1,3,0,4,0,39.62,0,0,56,8,0.005319,1.159,1.159,0.2021,0.1755,0,0.6223,120,5,2,41,5,1,1,4,0,2,1,0.625,10.17,0.625,63,5.218,0.6543,0.00133,2.293,120,1,1,0,2,0.04787,0.3165,0.02158,0.08633,0.08633,5.505,0.05755,0.1007,0.08633,0.1007,1,0.005319,0.125,0.5,0,6,65,5,0.25,3,0.06481,4.744,1.516,2.372,0.8237,2.372,1,0,0,2,7,10,10,12,1,40,10,10,4,4,0,0,0,0,0.1667,0,0.787,0.01577,0.4021,4.864,4.643,0.1872,-0.8365,3.495,3.987,5.593,-0.5787,9.789,0.3,0.3,0.9846,0.03723,0.05851,0.4149,0.1007,0.06915,0.1436,0.5532,0.2273,0.2238,0.6649,0,0.5532,1,48,7,0.3351,1,0.8571,0.4327,0.963,1,0,1,1,1,0.06475,0,0,17.61,1.648,0.7359,0.02439,0.02439,0,0,69,69,0,0.25,0.3333,1,0.1481,0.07914,1.015,1.015,0.1173,0.1173,0.119,0.119,0,1,2,80,80,0,188,0,0,0,2.093,0.5303,0.3673,0,0,0,0.6253,0.9646,0.5303,0.01823,0.2607,0,0.0632,0.1154,0.01399,0.1955,0.2238,0.1154,0.06294,0.01748,0.1294,0.4091,0.02448,0,0,0,0,0,0,0,0,0,0,0
C:\Users\Sui Wei En\Downloads\Combined_abc\bach13_b.mid,Bach,13,b,0.4,0.45,6.40E+00,1.23E-01,3.11E+00,1.55E+00,0,0.303,0,17.99,1.824,0.2144,1,1.031,1.031,0,0.02979,0.2178,0.2178,0.158,0,0.471,0.06818,0.2117,0.2117,0.02979,0,0,0,0,2,0,0.5161,1,1,0,7,0,29.38,0,0,70,10,0.007299,4,4,0.1971,0.2847,0,0.5182,120,1,22,70,10,1,1,2,0,0.875,1,0.4375,9.326,0.4375,65,6.299,0.4361,0.007299,2.585,120,0.25,0.25,0,2,0.0146,0.3258,0.007576,0.02273,0.07576,5.644,0.007576,0.05303,0.1894,0.01515,1,0.007299,0.125,1.5,0,2,71,10,0.25,4,0,4.664,0.4803,2.332,0.4627,2.332,2,0,0,2,6,10,10,12,1,34,10,10,5,5,0,0,0,0,0,0,1,0.02979,0.2857,4.858,6.178,0.2527,-0.7201,3.553,2.889,5.498,-0.6363,10.91,0.3,0.3,1,0.1825,0.0292,0.3504,0.1742,0.08759,0.1752,0.6496,0.2857,0.2857,0.781,0,0.6496,1,46,5,0.4745,1,0.6522,0.2697,0.75,0.8333,0,1,1,1,0.06061,0,0,16.05,1.591,0.351,0.02423,0.02423,0,5,40,40,0,0.25,1,1,0,0.2424,1.08,1.08,0.1018,0.1018,0.1099,0.1099,0,1,3,160,160,0,137,0,0,0,1.956,0.375,0.1597,0,0,0,0.1725,0.1725,0.375,0.04224,0.158,0,0.4,0.008772,0.1429,0.004386,0,0,0.2857,0,0,0.4286,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\Sui Wei En\Downloads\Combined_abc\bach14_b.mid,Bach,14,b,0.72,0.78,8.53E+00,3.04E-02,3.51E+00,1.76E+00,0,0.384,0,45.77,3.258,0.1623,1,1.506,1.572,0,0.02353,0.164,0.164,0.1735,0,0.3577,0.024,0.2146,0.2146,0.02353,0,0,0,0.1935,1,0,0.8218,5,1,0,6,0,21.25,0,0,54,6,0.004975,1.333,1.333,0.2935,0.1891,0,0.5174,120,7,11,37,1,1,1,4,0,2,1,1,11.38,1,61,5.9,0.3246,0,4.37,120,1,1,0,2,0,0.456,0.024,0.024,0.104,4.629,0.048,0.064,0.024,0.016,1,0.004975,0.125,2,0,0,57,8,0.25,3,0.03797,9.459,2.637,4.729,1.602,4.729,2,0,0,2,4,10,10,10,1,31,10,10,5,5,0,0.4839,0,0,0.09677,0.03226,0.9494,0.02353,0.2115,4.721,5.295,-0.08564,-0.6907,3.486,2.247,5.068,-0.1688,10.26,0.3,0.3,0.6129,0.004975,0.004975,0.2189,0.192,0.08955,0.1741,0.7761,0.2981,0.1827,0.99,0,0.7761,1,44,7,0.3035,1,0.5417,0.2756,1,0.8333,0,1,1,1,0.192,0,0,152.2,0.7945,0.2818,0.02425,0.02425,0,4,120,120,0,0.25,0.2258,1,0.01266,0.048,1.052,1.052,0.1046,0.1046,0.11,0.11,0,1,3,160,160,0,201,0,0,0,6.641,0,0.1409,0,0,0,0.5677,0.5943,0,0,0.1735,0,0.1064,0.1084,0,0.1747,0.1058,0.07692,0.02885,0.01923,0.2115,0.4808,0.05769,0,0,0,0,0,0,0,0,0,0,0
C:\Users\Sui Wei En\Downloads\Combined_abc\bach15_b.mid,Bach,15,b,0.48,0.68,6.40E+00,1.24E-01,3.14E+00,1.57E+00,0,0.2903,0,30.78,2.656,0.1392,1,2.029,2.219,0,0.0367,0.1397,0.1397,0.02791,0,0.2822,0.09677,0.1244,0.1244,0.0367,0,0,0,0.2414,2,0.01504,0.5647,1,3,0,4,0,13.62,0,0,55,7,0.004739,1.333,1.333,0.2559,0.2038,0,0.5403,120,7,10,50,2,1,1,0.75,0,0.3333,1,1,10.69,1,62,5.223,0.2524,0.02686,70.33,120,1,1,0,41,0,0.3441,0.06452,0.02151,0.06452,5.007,0.02151,0.1075,0.07527,0.03226,1,0.004739,0.125,2.5,0.6667,1,62,2,0.25,3,0.1466,15.49,1.576,7.743,1.151,7.743,1,0,1,1,2,24,24,11,1,35,23,23,0,0,0,0.1264,0,0,0.05747,0,0.8158,0.0367,0.2864,4.895,6.265,0.1991,0.8641,3.356,2.386,5.166,0.179,10.17,0.2609,0.2609,0.66,0.004739,0,0.004739,0.09677,0.09005,0.1896,0.9953,0.1996,0.1317,0.9953,0,0.9953,1,44,2,0.2938,1,0.8889,0.004762,0.9,0.7368,0,1,1,1,0.08602,0.3043,0.3043,217.1,0.2065,0.03442,0.01439,0.01439,0,0,90,90,0,0.25,0.5747,1,0.03759,0.1828,1.004,1.004,0.06205,0.06205,0.06231,0.06231,0,1,2,120,120,0,211,0,0,0,87.76,0,0.02361,0,0,0,0.6293,0.6322,0,0.03904,0.02791,0,0.345,0.1778,0.03792,0.2952,0.1198,0.07984,0.07485,0.05289,0.1397,0.3174,0.03792,0.01198,0,0,0,0,0,0,0,0,0,0
C:\Users\Sui Wei En\Downloads\Combined_abc\bach16_b.mid,Bach,16,b,0.65,0.74,6.40E+00,3.64E-02,3.01E+00,1.51E+00,0,0.3721,0,17.66,2.071,0.2152,1,1.352,1.368,0,0.01604,0.2367,0.2367,0.2395,0,0.4906,0.06977,0.2207,0.2207,0.01604,0,0,0,0.2273,1,0,0.5,2,1,0,4,0,31.17,0,0,55,7,0.005128,2,2,0.1436,0.1538,0,0.7026,120,10,2,60,0,1,1,3,0,1.5,1,1,7.868,1,64,5.159,0.4333,0.004701,2.826,120,1,1,0,2,0.05128,0.2093,0.02326,0.06202,0.08527,5.356,0.05426,0.1163,0.1085,0.03876,1,0.005128,0.125,1,0,2,72,0,0.25,2,0.01172,6.257,2.047,3.128,0.8365,3.128,2,0,1,2,7,10,10,12,1,37,10,10,3,3,0,0.1364,0,0,0.04545,0,0.9883,0.01604,0.1642,4.651,4.493,0.13,1.316,3.668,4.081,5.609,-0.2499,9.173,0.3,0.3,0.8533,0.0359,0.04103,0.2872,0.1318,0.1026,0.1744,0.7077,0.2737,0.2336,0.8872,0,0.7077,1,46,6,0.3282,1,0.7647,0.2536,0.9118,0.65,0,1,1,1,0.1008,0,0,17.3,1.279,0.4301,0.02378,0.02378,0,3,80,80,0,0.25,0.5909,1,0,0.2016,1.047,1.047,0.1078,0.1078,0.1129,0.1129,0,1,3,160,160,0,195,0,0,0,3.391,0,0.2106,0,0,0,0.486,0.4907,0,0.03187,0.2395,0,0.681,0.05299,0.09854,0.08696,0.0438,0.01095,0.1095,0.03285,0.05474,0.3759,0,0,0,0,0,0,0,0,0,0,0,0
C:\Users\Sui Wei En\Downloads\Combined_abc\bach17_b.mid,Bach,17,b,0.23,0.33,8.53E+00,1.30E-01,3.39E+00,1.70E+00,0,0.3758,0,23.83,2.029,0.2049,1,1.458,1.479,0,0.01639,0.1996,0.1996,0.1162,0,0.4137,0.04698,0.2297,0.2297,0.01639,0,0,0,0.2273,1,0.02041,0.7,2,1,0,7,0,30.5,0,0,68,8,0.004566,2,2,0.2192,0.1826,0,0.5982,120,5,12,39,3,1,1,1.5,0,0.75,1,1,11.23,1,62,5.1,0.411,0.001142,2.547,120,1,1,0,1,0,0.3826,0.04698,0.07383,0.1141,6.377,0.0604,0.1007,0.07383,0.02013,1,0.004566,0.125,0.8333,0,5,56,3,0.25,3,0.04082,7.18,3.284,3.59,0.9904,3.59,1,0,0,2,4,10,10,9,1,27,10,10,4,4,0,0.04545,0,0,0.1818,0,0.8776,0.01639,0.237,4.789,4.986,0.09133,-1.072,3.3,3.897,4.95,-0.0982,9.486,0.3,0.3,0.4524,0.009132,0,0.4429,0.1141,0.08676,0.1826,0.5571,0.3111,0.1407,0.9087,0,0.5571,1,41,4,0.2831,1,0.6471,0.6311,1,1,0,1,1,1,0.0604,0,0,10.44,2.026,0.2384,0.02434,0.02434,0,4,80,80,0,0.25,0.5455,1,0.08163,0.06711,1.061,1.061,0.1115,0.1115,0.1183,0.1183,0,1,1,160,160,0,219,0,0,0,5.339,0,0.1169,0,0,0,0.5901,0.6188,0,0.01689,0.1162,0,0.1638,0.07917,0,0.1667,0.03704,0.04444,0.1259,0.05926,0.1704,0.4519,0.05185,0.02963,0,0,0,0,0,0,0,0,0,0
C:\Users\Sui Wei En\Downloads\Combined_abc\bach18_b.mid,Bach,18,b,0.55,0.41,6.40E+00,1.04E-01,3.09E+00,1.54E+00,0,0.3769,0,29.15,2.587,0.2448,1,1.416,1.431,0,0.04029,0.2471,0.2471,0.3412,0,0.5457,0.01538,0.2373,0.2373,0.04029,0,0,0,0.3333,1,0,0.7647,2,1,0,7,0,34.12,0,0,56,8,0.005208,1.333,1.333,0.3229,0.1719,0,0.5052,120,2,20,44,8,1.25,1.25,8,0,4.5,1,0.9167,10.38,0.9167,61,5.74,0.487,0.007812,3.148,120,1,1,0,2,0,0.3385,0.05385,0.03846,0.06154,6.069,0.03846,0.08462,0.1077,0.06154,1,0.005208,0.125,1.333,0.2143,2,51,3,0.25,3,0.03371,5.626,2.592,2.813,1.024,2.813,1,0,0,2,8,10,10,12,1,38,10,10,3,3,0,0.1111,0,0,0.05556,0,0.7753,0.04029,0.2637,4.766,6.038,-0.2215,-0.2993,3.528,2.61,5.086,-0.5118,10.32,0.3,0.3,0.7027,0.04688,0.05208,0.2552,0.1154,0.08333,0.1823,0.724,0.2711,0.1905,0.8854,0.005208,0.724,1,46,9,0.3177,1,0.7333,0.223,0.7714,0.8125,0,1,1,1,0.08462,0,0,64.3,0.9648,0.7369,0.02435,0.02435,0,4,120,120,0,0.25,0.5,1,0.191,0.1308,1.047,1.047,0.1159,0.1159,0.1214,0.1214,0,1,3,160,160,0,192,0,0,0,4.697,0.3819,0.3936,0,0,0,0.629,0.6428,0.3819,0.07635,0.3412,0,0.1053,0.09924,0,0.1336,0.0293,0.1832,0.04396,0.03663,0.1795,0.4615,0.03663,0.007326,0,0,0,0,0,0,0,0,0,0
C:\Users\Sui Wei En\Downloads\Combined_abc\bach19_b.mid,Bach,19,b,0.38,0.47,8.53E+00,3.35E-02,3.17E+00,1.59E+00,0,0.38,0,18.62,1.944,0.2028,1,1.278,1.313,0,0.02703,0.2116,0.2116,0.1433,0,0.4436,0.03333,0.2314,0.2314,0.02703,0,0,0,0.4737,1,0,0.6429,2,4,0,7,0,32.38,0,0,45,9,0.004902,1.5,1.5,0.201,0.4069,0,0.3922,120,2,21,80,8,1,1,1.5,0,0.75,1,0.5833,10.79,0.5833,65,6.196,0.4081,0.002451,2.873,120,0.5,0.5,0,2,0.01961,0.3733,0.02667,0.01333,0.1333,5.492,0.04,0.07333,0.1667,0.02667,1,0.004902,0.125,2.125,0.25,5,59,11,0.25,3,0.03175,6.301,1.817,3.151,1.296,3.151,2,0,0,2,5,10,10,12,1,35,10,10,3,3,0,0.2105,0,0,0.1053,0,0.8889,0.02703,0.3103,4.832,5.432,0.1744,0.2576,3.373,2.283,5.003,-0.8303,11.41,0.3,0.3,0.6,0.01961,0,0.3137,0.1333,0.07353,0.1569,0.6863,0.2299,0.1379,0.8529,0,0.6863,1,43,4,0.3186,1,0.85,0.2429,0.9375,1,0,1,1,1,0.06667,0,0,8.788,1.659,0.2859,0.02433,0.02433,0,7,80,80,0,0.25,0.2105,1,0.07937,0.08,1.131,1.131,0.1086,0.1086,0.1228,0.1228,0,1,3,120,120,0,204,0,0,0,3.798,0.3819,0.1387,0,0,0,0.5061,0.5279,0.3819,0.02469,0.1433,0,0.16,0.03175,0.01149,0.07937,0.1034,0.1379,0.06897,0.08046,0.2299,0.3218,0.02299,0,0,0,0,0,0,0,0,0,0,0
